id,origintime,latitude,longitude,depth,err_lon,err_lat,err_depth,err_origintime,county,origin_src,prefmag,pmag_type,pmag_src,mw,mw_src,mblg_ogs,mblg_usgs,ml_ogs,m3hz_ogs,md_ogs,mb,ms,mfa,max_mmi,reafile,reamtime,geom,pdlid,mw_ogs
304,1981-01-04 17:34:08.46,35.664,-98.097,5,,,,,CANADIAN,OGS,2.3,M3Hz,OGS,,,2.2,,,2.3,2.2,,,,,,,0101000020E610000091ED7C3F358658C0A245B6F3FDD44140,,
305,1981-02-04 03:38:19.08,35.661,-96.388,5,,,,,CREEK,OGS,1.8,M3Hz,OGS,,,1.5,,,1.8,1.8,,,,,,,0101000020E610000046B6F3FDD41858C0F853E3A59BD44140,,
306,1981-02-18 12:33:47.61,34.902,-97.491,5,,,,,MCCLAIN,OGS,2,M3Hz,OGS,,,2,,,2,2.1,,,,,,,0101000020E61000008195438B6C5F58C0FA7E6ABC74734140,,
307,1981-02-20 02:20:29.71,35.707,-99.202,5,,,,,CUSTER,OGS,2.4,M3Hz,OGS,,,2.2,,,2.4,2.3,,,,,,,0101000020E6100000B0726891EDCC58C0D122DBF97EDA4140,,
308,1981-03-08 14:47:08.15,35.593,-98.047,5,,,,,CANADIAN,OGS,1.9,M3Hz,OGS,,,1.9,,,1.9,1.9,,,,,,,0101000020E61000005EBA490C028358C096438B6CE7CB4140,,
309,1981-03-08 15:40:57.01,35.601,-97.961,5,,,,,CANADIAN,OGS,2.2,M3Hz,OGS,,,2.3,,,2.2,2.3,,,,,,,0101000020E61000002FDD2406817D58C0B0726891EDCC4140,,
310,1981-03-25 07:22:19.27,34.925,-97.412,5,,,,,MCCLAIN,OGS,1.7,M3Hz,OGS,,,2,,,1.7,2,,,,,,,0101000020E6100000EE7C3F355E5A58C06666666666764140,,
311,1981-04-25 04:07:22.32,35.117,-96.903,5,,,,,POTTAWATOMIE,OGS,1.7,M3Hz,OGS,,,1.5,,,1.7,2,,,,,,,0101000020E61000006F1283C0CA3958C0E5D022DBF98E4140,,
312,1981-04-27 00:04:03.25,35.602,-95.882,5,,,,,OKMULGEE,OGS,2,M3Hz,OGS,,,,,,2,2.1,,,,,,,0101000020E61000009CC420B072F857C0931804560ECD4140,,
313,1981-04-27 07:51:08.11,35.293,-96.916,5,,,,,POTTAWATOMIE,OGS,1.6,M3Hz,OGS,,,,,,1.6,1.7,,,,,,,0101000020E6100000B4C876BE9F3A58C02FDD240681A54140,,
314,1981-05-05 11:29:54.68,34.56,-95.828,5,,,,,ATOKA,OGS,1.9,mbLg,OGS,,,1.9,,,,2.1,,,,,,,0101000020E6100000A245B6F3FDF457C048E17A14AE474140,,
315,1981-05-15 05:13:52,35.473,-97.817,5,,,,,CANADIAN,OGS,1.9,M3Hz,OGS,,,1.7,,,1.9,1.9,,,,,,,0101000020E61000003F355EBA497458C0068195438BBC4140,,
316,1981-06-10 16:05:23.14,34.714,-96.684,5,,,,,PONTOTOC,OGS,2.1,M3Hz,OGS,,,1.7,,,2.1,1.9,,,,,,,0101000020E6100000B29DEFA7C62B58C008AC1C5A645B4140,,
317,1981-06-17 05:02:24.82,36.675,-97.625,5,,,,,GRANT,OGS,1.9,M3Hz,OGS,,,,,,1.9,1.9,,,,,,,0101000020E610000000000000006858C06666666666564240,,
318,1981-07-01 22:43:30.07,34.953,-97.55,5,,,,,MCCLAIN,OGS,2.3,M3Hz,OGS,,,2.5,,,2.3,2.7,,,,,,,0101000020E610000033333333336358C0448B6CE7FB794140,,
319,1981-07-08 02:56:29.89,36.513,-97.557,5,,,,,GARFIELD,OGS,1.4,M3Hz,OGS,,,,,,1.4,,,,,,,,0101000020E6100000CFF753E3A56358C08B6CE7FBA9414240,,
320,1981-07-08 03:28:30.93,35.602,-98.041,5,,,,,CANADIAN,OGS,1.7,M3Hz,OGS,,,1.7,,,1.7,1.7,,,,,,,0101000020E6100000B4C876BE9F8258C0931804560ECD4140,,
321,1981-07-09 01:00:39.96,35.558,-98.069,5,,,,,CANADIAN,OGS,1.7,M3Hz,OGS,,,1.9,,,1.7,1.7,,,,,,,0101000020E610000023DBF97E6A8458C08195438B6CC74140,,
322,1981-07-09 06:20:28.29,35.539,-98.065,5,,,,,CANADIAN,OGS,1.5,M3Hz,OGS,,,1.7,,,1.5,1.5,,,,,,,0101000020E61000005C8FC2F5288458C0A245B6F3FDC44140,,
323,1981-07-09 22:47:11.1,34.955,-97.651,5,,,,,MCCLAIN,OGS,2.3,M3Hz,OGS,,,,,,2.3,2.4,,,,,,,0101000020E61000008B6CE7FBA96958C00AD7A3703D7A4140,,
324,1981-07-10 03:16:56.1,35.514,-98.128,5,,,,,CANADIAN,OGS,1.5,M3Hz,OGS,,,,,,1.5,1.4,,,,,,,0101000020E6100000D578E926318858C06F1283C0CAC14140,,
325,1981-07-10 07:23:11.9,34.93,-97.624,5,,,,,MCCLAIN,OGS,1.6,M3Hz,OGS,,,1.7,,,1.6,1.8,,,,,,,0101000020E61000000E2DB29DEF6758C0D7A3703D0A774140,,
326,1981-07-10 22:39:18.45,34.544,-97.283,5,,,,,GARVIN,OGS,1.8,M3Hz,OGS,,,2.3,,,1.8,1.6,,,,,,,0101000020E6100000273108AC1C5258C01283C0CAA1454140,,
327,1981-07-11 19:14:24.9,34.853,-97.732,5,,,,,GRADY,OGS,1,M3Hz,OGS,,,,,,1,,,,,,,,0101000020E6100000022B8716D96E58C077BE9F1A2F6D4140,,
328,1981-07-11 19:21:07.63,34.858,-97.719,5,,,,,GRADY,OGS,1.7,M3Hz,OGS,,,1.9,,,1.7,1.8,,,,,,,0101000020E6100000BC749318046E58C0E7FBA9F1D26D4140,,
329,1981-07-11 19:26:39.2,34.853,-97.732,5,,,,,GRADY,OGS,0.9,M3Hz,OGS,,,,,,0.9,,,,,,,,0101000020E6100000022B8716D96E58C077BE9F1A2F6D4140,,
330,1981-07-11 19:28:07.25,34.853,-97.732,5,,,,,GRADY,OGS,1.1,M3Hz,OGS,,,,,,1.1,,,,,,,,0101000020E6100000022B8716D96E58C077BE9F1A2F6D4140,,
331,1981-07-11 19:30:38.19,34.853,-97.732,5,,,,,GRADY,OGS,1,M3Hz,OGS,,,,,,1,,,,,,,,0101000020E6100000022B8716D96E58C077BE9F1A2F6D4140,,
332,1981-07-11 19:34:53.98,34.853,-97.732,5,,,,,GRADY,OGS,1.2,M3Hz,OGS,,,,,,1.2,,,,,,,,0101000020E6100000022B8716D96E58C077BE9F1A2F6D4140,,
333,1981-07-11 19:36:38.4,34.853,-97.732,5,,,,,GRADY,OGS,0.9,M3Hz,OGS,,,,,,0.9,,,,,,,,0101000020E6100000022B8716D96E58C077BE9F1A2F6D4140,,
334,1981-07-11 19:44:47.96,34.87,-97.669,5,,,,,MCCLAIN,OGS,1.9,M3Hz,OGS,,,1.9,,,1.9,1.9,,,,,,,0101000020E6100000894160E5D06A58C08FC2F5285C6F4140,,
335,1981-07-11 20:04:29.21,34.919,-97.724,5,,,,,GRADY,OGS,1.8,M3Hz,OGS,,,1.9,,,1.8,1.8,,,,,,,0101000020E610000075931804566E58C01283C0CAA1754140,,
336,1981-07-11 20:06:57.63,34.868,-97.724,5,,,,,GRADY,OGS,2.1,M3Hz,OGS,,,2.3,,,2.1,2.3,,,,,,,0101000020E610000075931804566E58C0C976BE9F1A6F4140,,
337,1981-07-11 20:19:23.72,34.881,-97.751,5,,,,,GRADY,OGS,2,M3Hz,OGS,,,2.2,,,2,2.2,,,,2,,,0101000020E6100000F2D24D62107058C054E3A59BC4704140,,
338,1981-07-11 21:09:21.84,34.853,-97.732,5,,,,,GRADY,OGS,2.9,M3Hz,OGS,,,3.5,,,2.9,3,,,,5,,,0101000020E6100000022B8716D96E58C077BE9F1A2F6D4140,,
339,1981-07-12 04:26:49.04,34.776,-97.676,5,,,,,GRADY,OGS,1.5,M3Hz,OGS,,,1.6,,,1.5,1.5,,,,,,,0101000020E610000025068195436B58C017D9CEF753634140,,
340,1981-07-12 18:29:25.53,34.947,-97.427,5,,,,,MCCLAIN,OGS,1.9,M3Hz,OGS,,,2.2,,,1.9,1.8,,,,,,,0101000020E610000017D9CEF7535B58C0F0A7C64B37794140,,
341,1981-07-14 04:08:15.36,35.418,-96.604,5,,,,,OKFUSKEE,OGS,0.7,M3Hz,OGS,,,,,,0.7,,,,,,,,0101000020E61000002DB29DEFA72658C02FDD240681B54140,,
