id,origintime,latitude,longitude,depth,err_lon,err_lat,err_depth,err_origintime,county,origin_src,prefmag,pmag_type,pmag_src,mw,mw_src,mblg_ogs,mblg_usgs,ml_ogs,m3hz_ogs,md_ogs,mb,ms,mfa,max_mmi,reafile,reamtime,geom,pdlid,mw_ogs
785,1990-01-08 09:27:01.74,36.402,-98.093,5,,,,,GARFIELD,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E6100000CBA145B6F38558C0FA7E6ABC74334240,,
786,1990-01-15 21:15:37.51,36.293,-97.964,5,,,,,GARFIELD,OGS,1.7,Md,OGS,,,,,,,1.7,,,,,,,0101000020E610000004560E2DB27D58C02FDD240681254240,,
787,1990-02-07 12:02:14.06,35.629,-98.827,5,,,,,CUSTER,OGS,2.6,M3Hz,OGS,,,2.1,,,2.6,2.5,,,,,,,0101000020E6100000B0726891EDB458C08D976E1283D04140,,
788,1990-02-16 19:35:10.18,34.732,-96.476,5,,,,,PONTOTOC,OGS,2.2,M3Hz,OGS,,,,,,2.2,1.8,,,,,,,0101000020E61000005839B4C8761E58C004560E2DB25D4140,,
789,1990-02-25 07:31:20.76,35.418,-96.837,5,,,,,POTTAWATOMIE,OGS,1.2,M3Hz,OGS,,,,,,1.2,1.5,,,,,,,0101000020E610000021B07268913558C02FDD240681B54140,,
790,1990-04-02 20:43:07.84,35.057,-96.239,5,,,,,HUGHES,OGS,2.6,Md,OGS,,,,,,,2.6,,,,,,,0101000020E61000009EEFA7C64B0F58C09EEFA7C64B874140,,
791,1990-04-19 21:35:04.58,34.734,-97.578,5,,,,,GARVIN,OGS,2.8,M3Hz,OGS,,,,,,2.8,2.2,,,,,,,0101000020E6100000A245B6F3FD6458C0CBA145B6F35D4140,,
792,1990-04-23 22:26:49.61,35.223,-96.05,5,,,,,HUGHES,OGS,2.5,M3Hz,OGS,,,1.8,,,2.5,2.4,,,,,,,0101000020E610000033333333330358C0068195438B9C4140,,
793,1990-05-16 11:12:38.25,35.325,-98.464,5,,,,,CADDO,OGS,1.6,M3Hz,OGS,,,,,,1.6,1.8,,,,,,,0101000020E610000004560E2DB29D58C09A99999999A94140,,
794,1990-05-25 01:38:33.66,34.816,-97.394,5,,,,,GARVIN,OGS,2.6,M3Hz,OGS,,,2,,,2.6,2.2,,,,,,,0101000020E6100000F0A7C64B375958C09CC420B072684140,,
