id,origintime,latitude,longitude,depth,err_lon,err_lat,err_depth,err_origintime,county,origin_src,prefmag,pmag_type,pmag_src,mw,mw_src,mblg_ogs,mblg_usgs,ml_ogs,m3hz_ogs,md_ogs,mb,ms,mfa,max_mmi,reafile,reamtime,geom,pdlid,mw_ogs
1825,2007-01-08 21:46:02.91,34.536,-96.429,5,,,,,COAL,OGS,2.5,Md,OGS,,,,,,,2.5,,,,3,,,0101000020E6100000FA7E6ABC741B58C0F853E3A59B444140,,
1826,2007-01-09 08:25:02.71,34.033,-97.643,5,,,,,JEFFERSON,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E6100000FED478E9266958C04E62105839044140,,
1827,2007-01-09 10:32:40.68,34.133,-97.836,5,,,,,JEFFERSON,OGS,2.1,Md,OGS,,,,,,,2.1,,,,,,,0101000020E61000002FDD2406817558C01B2FDD2406114140,,
1828,2007-01-15 11:16:34.2,34.864,-98.328,5,,,,,CADDO,OGS,2.5,Md,OGS,,,,,,,2.5,,,,,,,0101000020E6100000A245B6F3FD9458C03BDF4F8D976E4140,,
1829,2007-02-12 18:32:34.35,35.215,-97.271,5,,,,,CLEVELAND,OGS,2.8,mbLg,USGS,,,,2.8,,,3,,,,3,,,0101000020E6100000D34D6210585158C0EC51B81E859B4140,,
6076,2007-02-13 00:15:48.89,35.459,-97.482,5,,,,0,,USGS,2.8,mbLg,USGS,,,,2.8,,,,,,,,,,0101000020E6100000022B8716D95E58C0986E1283C0BA4140,,
1830,2007-02-18 18:29:35.9,33.999,-97.607,5,,,,,JEFFERSON,OGS,2,Md,OGS,,,,,,,2,,,,,,,0101000020E6100000022B8716D96658C01D5A643BDFFF4040,,
1831,2007-02-23 20:03:19.13,34.037,-96.493,5,,,,,BRYAN,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E6100000643BDF4F8D1F58C0DBF97E6ABC044140,,
1832,2007-03-13 11:11:28.27,34.679,-96.155,5,,,,,COAL,OGS,2,Md,OGS,,,,,,,2,,,,,,,0101000020E610000052B81E85EB0958C0F4FDD478E9564140,,
1833,2007-03-14 15:54:23.59,34.245,-96.147,5,,,,,ATOKA,OGS,2.3,Md,OGS,,,,,,,2.3,,,,,,,0101000020E6100000C520B072680958C08FC2F5285C1F4140,,
1834,2007-03-30 20:20:25.39,34.043,-97.288,5,,,,,LOVE,OGS,2.4,Md,OGS,,,,,,,2.4,,,,,,,0101000020E6100000DF4F8D976E5258C02FDD240681054140,,
1835,2007-05-27 21:03:22.11,35.149,-95.976,5,,,,,PITTSBURG,OGS,3.2,Md,OGS,,,,,,,3.2,,,,4,,,0101000020E61000005839B4C876FE57C0508D976E12934140,,
1836,2007-05-27 21:10:06.67,35.149,-95.976,5,,,,,PITTSBURG,OGS,2.4,Md,OGS,,,,,,,2.4,,,,,,,0101000020E61000005839B4C876FE57C0508D976E12934140,,
1837,2007-05-27 22:45:46.34,35.149,-95.976,5,,,,,PITTSBURG,OGS,2.1,Md,OGS,,,,,,,2.1,,,,,,,0101000020E61000005839B4C876FE57C0508D976E12934140,,
1838,2007-07-11 05:37:04.01,34.997,-97.134,5,,,,,POTTAWATOMIE,OGS,2.4,Md,OGS,,,,,,,2.4,,,,,,,0101000020E61000007F6ABC74934858C0560E2DB29D7F4140,,
1839,2007-09-01 19:18:27.85,34.962,-97.576,5,,,,,MCCLAIN,OGS,2.3,Md,OGS,,,,,,,2.3,,,,,,,0101000020E6100000BE9F1A2FDD6458C04260E5D0227B4140,,
1840,2007-09-02 07:59:48.81,34.666,-96.076,5,,,,,ATOKA,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E6100000BE9F1A2FDD0458C06891ED7C3F554140,,
1841,2007-09-02 10:56:51.45,34.627,-96.117,5,,,,,COAL,OGS,1.8,Md,OGS,,,,,,,1.8,,,,,,,0101000020E6100000736891ED7C0758C0C74B378941504140,,
1842,2007-09-02 17:35:28.04,34.668,-96.169,5,,,,,COAL,OGS,2.1,Md,OGS,,,,,,,2.1,,,,,,,0101000020E6100000894160E5D00A58C02FDD240681554140,,
1843,2007-09-03 00:04:05.3,34.648,-96.044,5,,,,,ATOKA,OGS,1.8,Md,OGS,,,,,,,1.8,,,,,,,0101000020E6100000894160E5D00258C06DE7FBA9F1524140,,
1844,2007-09-08 15:27:10.6,34.534,-96.156,5,,,,,COAL,OGS,1.8,Md,OGS,,,,,,,1.8,,,,,,,0101000020E6100000448B6CE7FB0958C03108AC1C5A444140,,
1845,2007-09-08 16:35:06.07,34.524,-96.219,5,,,,,COAL,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E6100000BC749318040E58C0508D976E12434140,,
1846,2007-09-24 13:47:42.29,34.053,-96.673,5,,,,,MARSHALL,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E6100000508D976E122B58C0105839B4C8064140,,
1847,2007-10-25 04:01:15.26,34.552,-96.13,5,,,,,COAL,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E6100000B81E85EB510858C02DB29DEFA7464140,,
1848,2007-10-26 21:18:19.37,34.699,-95.947,5,,,,,PITTSBURG,OGS,2.3,Md,OGS,,,,,,,2.3,,,,,,,0101000020E6100000F853E3A59BFC57C0B6F3FDD478594140,,
1849,2007-11-13 16:58:54.29,34.735,-96.061,5,,,,,PITTSBURG,OGS,2.3,Md,OGS,,,,,,,2.3,,,,,,,0101000020E610000096438B6CE70358C0AE47E17A145E4140,,
1850,2007-11-22 18:03:08.2,34.949,-96.074,5,,,,,PITTSBURG,OGS,1.8,Md,OGS,,,,,,,1.8,,,,,,,0101000020E6100000DBF97E6ABC0458C0B6F3FDD478794140,,
1851,2007-11-22 18:37:19.58,34.941,-96.027,5,,,,,PITTSBURG,OGS,2.3,Md,OGS,,,,,,,2.3,,,,,,,0101000020E61000007D3F355EBA0158C09CC420B072784140,,
1852,2007-12-16 15:02:29.65,34.852,-96.048,5,,,,,PITTSBURG,OGS,2.6,Md,OGS,,,,,,,2.6,,,,,,,0101000020E6100000508D976E120358C0931804560E6D4140,,
