id,origintime,latitude,longitude,depth,err_lon,err_lat,err_depth,err_origintime,county,origin_src,prefmag,pmag_type,pmag_src,mw,mw_src,mblg_ogs,mblg_usgs,ml_ogs,m3hz_ogs,md_ogs,mb,ms,mfa,max_mmi,reafile,reamtime,geom,pdlid,mw_ogs
606,1987-01-06 08:00:49.33,34.815,-97.576,5,,,,,GARVIN,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E6100000BE9F1A2FDD6458C0B81E85EB51684140,,
607,1987-01-10 03:21:49.95,34.552,-97.425,5,,,,,GARVIN,OGS,2.7,M3Hz,OGS,,,2.3,,,2.7,2.3,,,,,,,0101000020E610000033333333335B58C02DB29DEFA7464140,,
608,1987-01-12 06:09:02.22,34.652,-97.39,5,,,,,GARVIN,OGS,2.3,M3Hz,OGS,,,2.1,,,2.3,2,,,,,,,0101000020E6100000295C8FC2F55858C0FA7E6ABC74534140,,
609,1987-01-16 03:16:25.33,34.812,-97.526,5,,,,,GARVIN,OGS,1.7,Md,OGS,,,,,,,1.7,,,,,,,0101000020E61000008B6CE7FBA96158C00E2DB29DEF674140,,
610,1987-01-17 04:13:53.77,35.051,-97.517,5,,,,,MCCLAIN,OGS,2.3,M3Hz,OGS,,,2.3,,,2.3,2.2,,,,,,,0101000020E61000000C022B87166158C04A0C022B87864140,,
611,1987-01-24 16:08:17.01,35.828,-98.097,5,,,,,KINGFISHER,OGS,3.4,M3Hz,OGS,,,3.1,,,3.4,2.8,,,,5,,,0101000020E610000091ED7C3F358658C0448B6CE7FBE94140,,
612,1987-01-27 06:36:23,36.339,-96.885,5,,,,,PAWNEE,OGS,1.5,Md,OGS,,,,,,,1.5,,,,,,,0101000020E6100000713D0AD7A33858C008AC1C5A642B4240,,
613,1987-01-29 00:00:53.22,34.318,-96.234,5,,,,,ATOKA,OGS,2.5,M3Hz,OGS,,,2.6,,,2.5,2.3,,,,,,,0101000020E6100000E5D022DBF90E58C062105839B4284140,,
614,1987-02-04 13:45:23.93,34.757,-97.558,5,,,,,GARVIN,OGS,1.7,Md,OGS,,,,,,,1.7,,,,,,,0101000020E6100000C1CAA145B66358C037894160E5604140,,
615,1987-02-16 00:53:56.45,35.574,-96.96,5,,,,,LINCOLN,OGS,1.3,Md,OGS,,,,,,,1.3,,,,,,,0101000020E61000003D0AD7A3703D58C0B6F3FDD478C94140,,
616,1987-02-19 05:50:11.47,34.836,-97.488,5,,,,,GARVIN,OGS,2,M3Hz,OGS,,,2.1,,,2,2.1,,,,,,,0101000020E6100000AC1C5A643B5F58C05EBA490C026B4140,,
617,1987-02-26 02:04:07.15,35.308,-96.62,5,,,,,SEMINOLE,OGS,2,M3Hz,OGS,,,1.9,,,2,2.1,,,,,,,0101000020E610000048E17A14AE2758C08195438B6CA74140,,
618,1987-03-14 04:43:03.54,34.79,-96.331,5,,,,,HUGHES,OGS,2.8,mbLg,OGS,,,2.8,,,,2.7,,,,,,,0101000020E610000077BE9F1A2F1558C085EB51B81E654140,,
619,1987-04-22 01:29:37.34,34.603,-97.384,5,,,,,GARVIN,OGS,1.5,Md,OGS,,,,,,,1.5,,,,,,,0101000020E61000007F6ABC74935858C077BE9F1A2F4D4140,,
620,1987-04-22 01:40:00.61,34.845,-97.515,5,,,,,GARVIN,OGS,1.7,M3Hz,OGS,,,,,,1.7,2,,,,,,,0101000020E6100000295C8FC2F56058C05C8FC2F5286C4140,,
621,1987-04-22 03:16:34.91,34.764,-97.503,5,,,,,GARVIN,OGS,1.9,M3Hz,OGS,,,1.5,,,1.9,1.9,,,,,,,0101000020E6100000D578E926316058C06F1283C0CA614140,,
622,1987-04-22 06:27:47.84,34.591,-97.394,5,,,,,GARVIN,OGS,2.4,M3Hz,OGS,,,2,,,2.4,2.4,,,,,,,0101000020E6100000F0A7C64B375958C0CFF753E3A54B4140,,
623,1987-04-22 08:55:05.6,34.817,-97.421,5,,,,,GARVIN,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E61000006DE7FBA9F15A58C07F6ABC7493684140,,
624,1987-04-22 09:35:26,34.591,-97.394,5,,,,,GARVIN,OGS,1.4,Md,OGS,,,,,,,1.4,,,,,,,0101000020E6100000F0A7C64B375958C0CFF753E3A54B4140,,
625,1987-04-22 09:46:51.31,34.692,-97.437,5,,,,,GARVIN,OGS,2,M3Hz,OGS,,,1.4,,,2,2.1,,,,,,,0101000020E61000008716D9CEF75B58C07F6ABC7493584140,,
626,1987-04-22 11:23:09.45,34.591,-97.394,5,,,,,GARVIN,OGS,1.5,Md,OGS,,,,,,,1.5,,,,,,,0101000020E6100000F0A7C64B375958C0CFF753E3A54B4140,,
627,1987-04-22 13:01:37.89,34.798,-97.46,5,,,,,GARVIN,OGS,2.3,M3Hz,OGS,,,2.2,,,2.3,2.3,,,,,,,0101000020E61000003D0AD7A3705D58C0A01A2FDD24664140,,
628,1987-05-07 07:33:45.89,36.636,-96.986,4.9,,,,,OSAGE,OGS,1.8,M3Hz,OGS,,,,,,1.8,1.9,,,,,,,0101000020E6100000C976BE9F1A3F58C0C520B07268514240,,
629,1987-05-15 08:29:07.53,35.455,-97.749,5,,,,,CANADIAN,OGS,2.2,M3Hz,OGS,,,,,,2.2,2.1,,,,,,,0101000020E61000000E2DB29DEF6F58C00AD7A3703DBA4140,,
630,1987-05-17 05:41:04.87,35.89,-97.236,5,,,,,LOGAN,OGS,2,M3Hz,OGS,,,1.7,,,2,2,,,,,,,0101000020E6100000C976BE9F1A4F58C052B81E85EBF14140,,
631,1987-05-17 15:01:19.86,35.878,-97.264,5,,,,,LOGAN,OGS,1.6,M3Hz,OGS,,,,,,1.6,1.5,,,,,,,0101000020E610000037894160E55058C0AAF1D24D62F04140,,
632,1987-05-28 19:18:02.67,34.683,-97.276,5,,,,,GARVIN,OGS,1.8,M3Hz,OGS,,,,,,1.8,1.6,,,,,,,0101000020E61000008B6CE7FBA95158C08195438B6C574140,,
633,1987-06-01 17:44:33.18,34.615,-97.38,5,,,,,GARVIN,OGS,2.8,M3Hz,OGS,,,2.9,,,2.8,2.6,,,,4,,,0101000020E6100000B81E85EB515858C01F85EB51B84E4140,,
634,1987-06-02 20:25:36.96,34.707,-96.555,5,,,,,PONTOTOC,OGS,2.2,M3Hz,OGS,,,,,,2.2,1.9,,,,,,,0101000020E6100000EC51B81E852358C0D122DBF97E5A4140,,
635,1987-06-07 07:35:24.33,35.165,-95.28,5,,,,,HASKELL,OGS,1.5,Md,OGS,,,,,,,1.5,,,,,,,0101000020E610000052B81E85EBD157C085EB51B81E954140,,
636,1987-06-18 02:21:56.74,35.118,-96.347,5,,,,,HUGHES,OGS,1.7,M3Hz,OGS,,,1.9,,,1.7,2.1,,,,,,,0101000020E610000091ED7C3F351658C0C976BE9F1A8F4140,,
637,1987-06-29 07:26:20.96,34.335,-96.726,5,,,,,JOHNSTON,OGS,2,M3Hz,OGS,,,1.5,,,2,1.7,,,,,,,0101000020E61000005839B4C8762E58C07B14AE47E12A4140,,
638,1987-07-05 22:23:00.58,35.188,-95.289,5,,,,,HASKELL,OGS,2.2,M3Hz,OGS,,,,,,2.2,2.1,,,,,,,0101000020E6100000D122DBF97ED257C0F2D24D6210984140,,
639,1987-07-08 03:39:28.79,35.393,-94.892,5,,,,,SEQUOYAH,OGS,1.5,Md,OGS,,,,,,,1.5,,,,,,,0101000020E61000000C022B8716B957C0FCA9F1D24DB24140,,
640,1987-07-12 11:44:50.94,34.886,-97.421,5,,,,,MCCLAIN,OGS,1.6,Md,OGS,,,,,,,1.6,,,,,,,0101000020E61000006DE7FBA9F15A58C0C520B07268714140,,
641,1987-07-18 15:11:44.75,34.927,-96.437,5,,,,,HUGHES,OGS,2.2,M3Hz,OGS,,,,,,2.2,1.7,,,,,,,0101000020E61000008716D9CEF71B58C02DB29DEFA7764140,,
642,1987-08-23 17:06:46.49,34.945,-96.421,5,,,,,HUGHES,OGS,1.8,M3Hz,OGS,,,,,,1.8,2,,,,,,,0101000020E61000006DE7FBA9F11A58C0295C8FC2F5784140,,
643,1987-08-29 09:36:24.62,35.079,-96.464,5,,,,,HUGHES,OGS,1.6,Md,OGS,,,,,,,1.6,,,,,,,0101000020E610000004560E2DB21D58C0273108AC1C8A4140,,
644,1987-09-03 22:10:12.42,34.623,-97.401,5,,,,,GARVIN,OGS,2.3,M3Hz,OGS,,,2.1,,,2.3,1.9,,,,,,,0101000020E61000008B6CE7FBA95958C039B4C876BE4F4140,,
645,1987-09-05 03:42:48.46,34.779,-97.475,5,,,,,GARVIN,OGS,1.4,M3Hz,OGS,,,,,,1.4,1.5,,,,,,,0101000020E610000066666666665E58C0C1CAA145B6634140,,
646,1987-09-06 10:14:22.26,34.6,-97.435,5,,,,,GARVIN,OGS,2,M3Hz,OGS,,,2.4,,,2,2,,,,,,,0101000020E6100000A4703D0AD75B58C0CDCCCCCCCC4C4140,,
647,1987-09-07 07:13:24.87,34.759,-97.273,5,,,,,GARVIN,OGS,1.6,Md,OGS,,,,,,,1.6,,,,,,,0101000020E6100000B6F3FDD4785158C0FED478E926614140,,
648,1987-09-17 12:38:39.34,34.014,-94.945,5,,,,,MCCURTAIN,OGS,1.3,M3Hz,OGS,,,,,,1.3,1.6,,,,,,,0101000020E610000014AE47E17ABC57C06F1283C0CA014140,,
649,1987-09-21 13:31:52.93,35.31,-97.608,5,,,,,CLEVELAND,OGS,1.6,M3Hz,OGS,,,1.7,,,1.6,1.7,,,,,,,0101000020E6100000F4FDD478E96658C048E17A14AEA74140,,
650,1987-09-21 13:53:24.77,35.119,-97.536,5,,,,,MCCLAIN,OGS,2.2,M3Hz,OGS,,,2.2,,,2.2,2.1,,,,,,,0101000020E6100000FCA9F1D24D6258C0AC1C5A643B8F4140,,
651,1987-09-21 13:59:59.47,35.249,-97.626,5,,,,,MCCLAIN,OGS,1.4,M3Hz,OGS,,,,,,1.4,1.9,,,,,,,0101000020E6100000F2D24D62106858C01D5A643BDF9F4140,,
652,1987-09-21 14:10:09.97,34.623,-97.259,5,,,,,GARVIN,OGS,1.2,M3Hz,OGS,,,,,,1.2,1.6,,,,,,,0101000020E61000007F6ABC74935058C039B4C876BE4F4140,,
653,1987-09-21 14:25:07.07,35.129,-97.57,5,,,,,MCCLAIN,OGS,2,M3Hz,OGS,,,1.9,,,2,2,,,,,,,0101000020E610000014AE47E17A6458C08D976E1283904140,,
654,1987-09-21 14:52:45.57,35.119,-97.557,5,,,,,MCCLAIN,OGS,1.7,M3Hz,OGS,,,,,,1.7,1.9,,,,,,,0101000020E6100000CFF753E3A56358C0AC1C5A643B8F4140,,
655,1987-09-21 15:08:08.37,35.178,-97.575,5,,,,,MCCLAIN,OGS,1.8,M3Hz,OGS,,,2,,,1.8,2,,,,,,,0101000020E6100000CDCCCCCCCC6458C0105839B4C8964140,,
656,1987-09-21 16:00:32.05,35.025,-97.493,5,,,,,MCCLAIN,OGS,1.3,M3Hz,OGS,,,,,,1.3,1.7,,,,,,,0101000020E6100000643BDF4F8D5F58C03333333333834140,,
657,1987-09-21 16:09:58.21,35.056,-97.524,5,,,,,MCCLAIN,OGS,1.7,M3Hz,OGS,,,,,,1.7,1.9,,,,,,,0101000020E6100000A8C64B37896158C0BA490C022B874140,,
658,1987-09-22 05:08:36.11,35.155,-97.552,5,,,,,MCCLAIN,OGS,0.7,M3Hz,OGS,,,,,,0.7,,,,,,,,0101000020E610000017D9CEF7536358C0A4703D0AD7934140,,
659,1987-09-22 05:27:13.27,35.046,-97.518,5,,,,,MCCLAIN,OGS,1.4,M3Hz,OGS,,,,,,1.4,1.8,,,,,,,0101000020E6100000FED478E9266158C0D9CEF753E3854140,,
660,1987-09-22 06:07:35.83,35.145,-97.552,5,,,,,MCCLAIN,OGS,2,M3Hz,OGS,,,2,,,2,2.3,,,,,,,0101000020E610000017D9CEF7536358C0C3F5285C8F924140,,
661,1987-09-22 07:15:37.5,34.9,-97.786,5,,,,,GRADY,OGS,1.8,M3Hz,OGS,,,1.9,,,1.8,2.1,,,,,,,0101000020E6100000FCA9F1D24D7258C03333333333734140,,
662,1987-09-24 02:18:47.39,35.406,-97.815,5,,,,,CANADIAN,OGS,1.4,M3Hz,OGS,,,,,,1.4,1.8,,,,,,,0101000020E61000005C8FC2F5287458C08716D9CEF7B34140,,
663,1987-10-02 05:22:20.74,36.24,-95.534,5,,,,,ROGERS,OGS,1.2,Md,OGS,,,,,,,1.2,,,,,,,0101000020E61000001904560E2DE257C01F85EB51B81E4240,,
664,1987-10-05 03:58:47.36,35.961,-97.359,5,,,,,LOGAN,OGS,2,M3Hz,OGS,,,,,,2,1.7,,,,,,,0101000020E6100000E5D022DBF95658C05EBA490C02FB4140,,
665,1987-10-23 14:01:49.23,35.328,-97.904,5,,,,,GRADY,OGS,2.9,M3Hz,OGS,,,2.5,,,2.9,2.4,,,,,,,0101000020E610000060E5D022DB7958C0448B6CE7FBA94140,,
666,1987-10-29 07:53:33.65,35.215,-96.589,5,,,,,SEMINOLE,OGS,2.6,M3Hz,OGS,,,1.9,,,2.6,2.5,,,,,,,0101000020E610000004560E2DB22558C0EC51B81E859B4140,,
667,1987-11-13 03:04:56.3,35.204,-96.37,5,,,,,HUGHES,OGS,1.1,Md,OGS,,,,,,,1.1,,,,,,,0101000020E610000048E17A14AE1758C0273108AC1C9A4140,,
668,1987-12-06 17:43:48.18,34.664,-97.394,5,,,,,GARVIN,OGS,3,M3Hz,OGS,,,2.6,,,3,2.5,,,,,,,0101000020E6100000F0A7C64B375958C0A245B6F3FD544140,,
669,1987-12-07 00:44:00.95,34.581,-97.348,5,,,,,GARVIN,OGS,2,Md,OGS,,,,,,,2,,,,,,,0101000020E610000083C0CAA1455658C0EE7C3F355E4A4140,,
670,1987-12-08 01:42:40.28,36.055,-98.024,5,,,,,KINGFISHER,OGS,3.7,mbLg,USGS,,,3.7,3.7,,,3.6,,,,6,,,0101000020E6100000A8C64B37898158C0D7A3703D0A074240,,
