id,origintime,latitude,longitude,depth,err_lon,err_lat,err_depth,err_origintime,county,origin_src,prefmag,pmag_type,pmag_src,mw,mw_src,mblg_ogs,mblg_usgs,ml_ogs,m3hz_ogs,md_ogs,mb,ms,mfa,max_mmi,reafile,reamtime,geom,pdlid,mw_ogs
1631,2002-01-02 06:30:06.42,34.85,-96.78,7.01,,,,,PONTOTOC,OGS,1.7,M3Hz,OGS,,,,,,1.7,1.9,,,,,,,0101000020E610000052B81E85EB3158C0CDCCCCCCCC6C4140,,
1632,2002-01-02 06:33:47.42,34.873,-96.73,5,,,,,SEMINOLE,OGS,1.3,M3Hz,OGS,,,,,,1.3,1.4,,,,,,,0101000020E61000001F85EB51B82E58C039B4C876BE6F4140,,
1633,2002-01-03 01:50:15.78,34.753,-97.678,5,,,,,GRADY,OGS,2.1,M3Hz,OGS,,,2.3,,,2.1,2,,,,2,,,0101000020E610000008AC1C5A646B58C0AAF1D24D62604140,,
1634,2002-01-25 10:31:27.55,33.988,-97.53,5,,,,,LOVE,OGS,2.3,M3Hz,OGS,,,2.6,,,2.3,2.3,,,,3,,,0101000020E610000052B81E85EB6158C05839B4C876FE4040,,
1635,2002-01-27 06:00:12.99,34.329,-95.578,5,,,,,PUSHMATAHA,OGS,1.6,M3Hz,OGS,,,,,,1.6,1.8,,,,,,,0101000020E6100000A245B6F3FDE457C0273108AC1C2A4140,,
1636,2002-02-08 16:07:13.84,34.651,-98.302,5,,,,,COMANCHE,OGS,3.5,M3Hz,OGS,,,3.8,,,3.5,,,,,6,,,0101000020E610000017D9CEF7539358C017D9CEF753534140,,
1637,2002-03-12 10:52:04.6,34.27,-97.629,5,,,,,JEFFERSON,OGS,2.2,mbLg,OGS,,,2.2,,,,,,,,2,,,0101000020E6100000C74B3789416858C0C3F5285C8F224140,,
1638,2002-03-13 08:40:51.18,34.459,-96.123,5,,,,,ATOKA,OGS,1.9,M3Hz,OGS,,,,,,1.9,1.7,,,,,,,0101000020E61000001D5A643BDF0758C0986E1283C03A4140,,
1639,2002-03-13 10:39:57.42,35.921,-98.156,5,,,,,KINGFISHER,OGS,1.9,M3Hz,OGS,,,1.9,,,1.9,2.1,,,,,,,0101000020E6100000448B6CE7FB8958C0D9CEF753E3F54140,,
1640,2002-03-14 01:06:29.8,34.194,-97.612,5,,,,,JEFFERSON,OGS,2.1,M3Hz,OGS,,,2.4,,,2.1,2.3,,,,2,,,0101000020E6100000BA490C022B6758C046B6F3FDD4184140,,
1641,2002-04-12 09:17:41.3,34.215,-97.617,5,,,,,JEFFERSON,OGS,1.8,M3Hz,OGS,,,,,,1.8,1.7,,,,2,,,0101000020E6100000736891ED7C6758C0EC51B81E851B4140,,
1642,2002-04-19 03:49:39.92,34.048,-97.763,5,,,,,JEFFERSON,OGS,1.9,M3Hz,OGS,,,2,,,1.9,2,,,,2,,,0101000020E610000046B6F3FDD47058C0A01A2FDD24064140,,
1643,2002-04-19 03:54:03.76,34.243,-98.02,5,,,,,JEFFERSON,OGS,1.8,M3Hz,OGS,,,,,,1.8,1.8,,,,1,,,0101000020E6100000E17A14AE478158C0C976BE9F1A1F4140,,
1644,2002-04-30 02:31:04,34.155,-97.64,5,,,,,JEFFERSON,OGS,1.9,M3Hz,OGS,,,,,,1.9,1.9,,,,2,,,0101000020E6100000295C8FC2F56858C0A4703D0AD7134140,,
1645,2002-05-24 11:41:46.87,33.97,-96.126,5,,,,,BRYAN,OGS,1.8,M3Hz,OGS,,,,,,1.8,1.8,,,,,,,0101000020E6100000F2D24D62100858C05C8FC2F528FC4040,,
1646,2002-05-31 09:57:09.87,34.999,-97.622,5,,,,,MCCLAIN,OGS,2.7,M3Hz,OGS,,,3,3.3,,2.7,2.8,,,,3,,,0101000020E61000002B8716D9CE6758C01D5A643BDF7F4140,,
1647,2002-05-31 10:09:24.5,33.973,-97.595,5,,,,,JEFFERSON,OGS,2,M3Hz,OGS,,,,,,2,1.8,,,,,,,0101000020E6100000AE47E17A146658C0068195438BFC4040,,
1648,2002-06-19 12:14:18.04,36.542,-102.918,5,,,,,CIMARRON,OGS,3.6,mbLg,OGS,,,3.6,,,,,,,,6,,,0101000020E6100000986E1283C0BA59C04C37894160454240,,
1649,2002-07-09 18:04:09.07,34.003,-97.563,5,,,,,JEFFERSON,OGS,2.3,M3Hz,OGS,,,2.5,,,2.3,2.2,,,,,,,0101000020E610000079E92631086458C0AAF1D24D62004140,,
1650,2002-07-28 01:38:34.55,36.006,-98.851,5,,,,,DEWEY,OGS,2,Md,OGS,,,,,,,2,,,,,,,0101000020E61000005839B4C876B658C054E3A59BC4004240,,
1651,2002-08-13 11:20:23.78,34.275,-97.461,5,,,,,CARTER,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E61000002FDD2406815D58C03333333333234140,,
1652,2002-09-15 12:31:11.56,35.15,-97.667,5,,,,,MCCLAIN,OGS,2.1,Md,OGS,,,,,,,2.1,,,,,,,0101000020E6100000A69BC420B06A58C03333333333934140,,
1653,2002-09-21 16:58:01.38,35.484,-97.999,5,,,,,CANADIAN,OGS,1.9,M3Hz,OGS,,,,,,1.9,1.9,,,,,,,0101000020E61000000E2DB29DEF7F58C0CBA145B6F3BD4140,,
1654,2002-09-21 22:54:31.65,35.497,-98.04,5,,,,,CANADIAN,OGS,2.1,M3Hz,OGS,,,,,,2.1,2,,,,,,,0101000020E6100000C3F5285C8F8258C0560E2DB29DBF4140,,
1655,2002-09-22 00:39:24.95,34.435,-97.239,5,,,,,MURRAY,OGS,2,Md,OGS,,,,,,,2,,,,,,,0101000020E61000009EEFA7C64B4F58C048E17A14AE374140,,
1656,2002-09-22 01:27:11.32,35.578,-97.99,5,,,,,CANADIAN,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E61000008FC2F5285C7F58C0448B6CE7FBC94140,,
1657,2002-09-22 03:30:45.42,35.567,-98.121,5,,,,,CANADIAN,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E610000039B4C876BE8758C07F6ABC7493C84140,,
1658,2002-09-22 04:42:10.19,35.461,-98.092,5,,,,,CANADIAN,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E6100000D9CEF753E38558C05EBA490C02BB4140,,
1659,2002-09-22 05:32:55.25,35.412,-98.048,5,,,,,CANADIAN,OGS,2.1,Md,OGS,,,,,,,2.1,,,,,,,0101000020E6100000508D976E128358C0DBF97E6ABCB44140,,
1660,2002-09-22 11:50:56.44,35.385,-98.068,5,,,,,CANADIAN,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E61000003108AC1C5A8458C0E17A14AE47B14140,,
1661,2002-09-22 20:44:36.37,35.472,-97.987,5,,,,,CANADIAN,OGS,2.5,M3Hz,OGS,,,2.7,,,2.5,2.6,,,,,,,0101000020E6100000BA490C022B7F58C023DBF97E6ABC4140,,
1662,2002-09-24 21:55:11.93,34.555,-97.363,5,,,,,GARVIN,OGS,1.7,Md,OGS,,,,,,,1.7,,,,,,,0101000020E6100000AC1C5A643B5758C0D7A3703D0A474140,,
1663,2002-10-01 08:32:40.8,35.562,-96.091,5,,,,,OKMULGEE,OGS,1.6,M3Hz,OGS,,,,,,1.6,1.9,,,,,,,0101000020E6100000E7FBA9F1D20558C00E2DB29DEFC74140,,
1664,2002-10-19 14:56:20.3,34.244,-97.696,5,,,,,JEFFERSON,OGS,1.9,M3Hz,OGS,,,,,,1.9,1.8,,,,,,,0101000020E6100000068195438B6C58C0AC1C5A643B1F4140,,
1665,2002-10-20 02:18:14.06,34.214,-96.181,5,,,,,ATOKA,OGS,3.6,M3Hz,OGS,,,3.3,,,3.6,3,,,,6,,,0101000020E6100000DD240681950B58C008AC1C5A641B4140,,
1666,2002-10-29 01:19:18.29,34.95,-97.652,5,,,,,MCCLAIN,OGS,1.6,M3Hz,OGS,,,1.6,,,1.6,,,,,,,,0101000020E61000007D3F355EBA6958C09A99999999794140,,
1667,2002-10-31 19:29:28.42,34.822,-97.583,5,,,,,GARVIN,OGS,2.2,M3Hz,OGS,,,2.2,,,2.2,2.1,,,,,,,0101000020E61000005A643BDF4F6558C0F0A7C64B37694140,,
1668,2002-11-06 23:29:18.76,34.021,-97.584,5,,,,,JEFFERSON,OGS,2.5,M3Hz,OGS,,,2.5,,,2.5,2.2,,,,,,,0101000020E61000004C378941606558C0A69BC420B0024140,,
1669,2002-11-07 03:01:34.05,34.05,-97.624,5,,,,,JEFFERSON,OGS,1.9,M3Hz,OGS,,,,,,1.9,1.9,,,,,,,0101000020E61000000E2DB29DEF6758C06666666666064140,,
