id,origintime,latitude,longitude,depth,err_lon,err_lat,err_depth,err_origintime,county,origin_src,prefmag,pmag_type,pmag_src,mw,mw_src,mblg_ogs,mblg_usgs,ml_ogs,m3hz_ogs,md_ogs,mb,ms,mfa,max_mmi,reafile,reamtime,geom,pdlid,mw_ogs
1533,1999-01-17 08:01:08.38,34.41,-96.486,3.56,,,,,JOHNSTON,OGS,1.7,Md,OGS,,,,,,,1.7,,,,,,,0101000020E6100000C976BE9F1A1F58C014AE47E17A344140,,
1534,1999-02-13 06:20:56.37,34.79,-97.719,5.46,,,,,GRADY,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E6100000BC749318046E58C085EB51B81E654140,,
1535,1999-03-14 16:17:10.57,35.013,-96.937,7.76,,,,,POTTAWATOMIE,OGS,1.2,Md,OGS,,,,,,,1.2,,,,,,,0101000020E61000008716D9CEF73B58C08B6CE7FBA9814140,,
1536,1999-03-20 04:40:13.12,34.763,-96.629,2.46,,,,,PONTOTOC,OGS,1.2,Md,OGS,,,,,,,1.2,,,,,,,0101000020E6100000C74B3789412858C08B6CE7FBA9614140,,
1537,1999-04-07 20:43:10.6,34.239,-96.831,5,,,,,JOHNSTON,OGS,1.5,Md,OGS,,,,,,,1.5,,,,,,,0101000020E610000077BE9F1A2F3558C03BDF4F8D971E4140,,
1538,1999-04-10 13:51:21.79,35.235,-95.892,5,,,,,MCINTOSH,OGS,1.1,Md,OGS,,,,,,,1.1,,,,,,,0101000020E61000000C022B8716F957C0AE47E17A149E4140,,
1539,1999-04-16 11:50:51.22,34.956,-96.9,7.41,,,,,POTTAWATOMIE,OGS,1,Md,OGS,,,,,,,1,,,,,,,0101000020E61000009A999999993958C0EE7C3F355E7A4140,,
1540,1999-04-16 15:43:47.31,34.796,-97.696,6.14,,,,,GRADY,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E6100000068195438B6C58C0D9CEF753E3654140,,
1541,1999-04-16 16:04:34.75,34.881,-97.815,0.1,,,,,GRADY,OGS,1.4,Md,OGS,,,,,,,1.4,,,,,,,0101000020E61000005C8FC2F5287458C054E3A59BC4704140,,
1542,1999-04-16 16:32:37.27,34.694,-97.677,4.49,,,,,GRADY,OGS,1.5,Md,OGS,,,,,,,1.5,,,,,,,0101000020E610000017D9CEF7536B58C046B6F3FDD4584140,,
1543,1999-04-16 17:32:44.77,34.762,-97.74,4.35,,,,,GRADY,OGS,2.1,Md,OGS,,,,,,,2.1,,,,2,,,0101000020E61000008FC2F5285C6F58C0A8C64B3789614140,,
1544,1999-04-16 18:27:30.43,34.844,-97.848,7.38,,,,,GRADY,OGS,1.4,Md,OGS,,,,,,,1.4,,,,2,,,0101000020E610000083C0CAA1457658C079E92631086C4140,,
1545,1999-04-16 20:23:46.89,34.756,-97.698,5,,,,,GRADY,OGS,1.7,Md,OGS,,,,,,,1.7,,,,,,,0101000020E6100000E9263108AC6C58C054E3A59BC4604140,,
1546,1999-04-16 22:21:50.21,34.866,-97.821,6.79,,,,,GRADY,OGS,1.3,Md,OGS,,,,,,,1.3,,,,,,,0101000020E6100000068195438B7458C0022B8716D96E4140,,
1547,1999-04-24 00:06:21.78,35.028,-94.803,5,,,,,LE FLORE,OGS,1.3,Md,OGS,,,,,,,1.3,,,,,,,0101000020E610000008AC1C5A64B357C0DD24068195834140,,
1548,1999-05-06 06:43:12.88,36.49,-96.54,5,,,,,OSAGE,OGS,2.1,Md,OGS,,,,,,,2.1,,,,,,,0101000020E6100000C3F5285C8F2258C01F85EB51B83E4240,,
1549,1999-05-14 07:43:29.48,36.32,-97.534,3.41,,,,,GARFIELD,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E61000001904560E2D6258C0295C8FC2F5284240,,
1550,1999-05-17 18:20:01.32,34.512,-96.139,5,,,,,COAL,OGS,2.3,Md,OGS,,,,,,,2.3,,,,,,,0101000020E610000037894160E50858C0A8C64B3789414140,,
1551,1999-05-20 10:50:43.49,35.017,-96.307,1.64,,,,,HUGHES,OGS,1.2,Md,OGS,,,,,,,1.2,,,,,,,0101000020E6100000CFF753E3A51358C01904560E2D824140,,
1552,1999-06-27 11:16:29.89,35.179,-96.323,8.54,,,,,HUGHES,OGS,1.6,M3Hz,OGS,,,1.7,,,1.6,1.7,,,,,,,0101000020E6100000E9263108AC1458C0F4FDD478E9964140,,
1553,1999-06-29 14:32:18.25,34.789,-97.527,3.63,,,,,GARVIN,OGS,1.8,M3Hz,OGS,,,,,,1.8,1.6,,,,,,,0101000020E61000007D3F355EBA6158C0A245B6F3FD644140,,
1554,1999-07-14 08:55:22.8,34.967,-97.308,6.31,,,,,CLEVELAND,OGS,1.6,M3Hz,OGS,,,1.5,,,1.6,1.6,,,,,,,0101000020E6100000C1CAA145B65358C0B29DEFA7C67B4140,,
1555,1999-08-05 18:51:12.5,34.694,-96.808,5,,,,,PONTOTOC,OGS,1.7,Md,OGS,,,,,,,1.7,,,,,,,0101000020E6100000C1CAA145B63358C046B6F3FDD4584140,,
1556,1999-08-09 14:30:08.27,34.836,-97.368,5,,,,,GARVIN,OGS,1.9,M3Hz,OGS,,,,,,1.9,,,,,,,,0101000020E6100000643BDF4F8D5758C05EBA490C026B4140,,
1557,1999-08-09 14:56:23.01,34.781,-97.608,5,,,,,GARVIN,OGS,1.9,M3Hz,OGS,,,,,,1.9,1.8,,,,,,,0101000020E6100000F4FDD478E96658C08716D9CEF7634140,,
1558,1999-08-22 18:41:16.29,34.715,-96.441,5,,,,,PONTOTOC,OGS,1.3,M3Hz,OGS,,,1.3,,,1.3,1.2,,,,,,,0101000020E61000004E621058391C58C0EC51B81E855B4140,,
1559,1999-08-24 13:58:23.65,34.673,-97.484,3.59,,,,,GARVIN,OGS,2.3,M3Hz,OGS,,,2.1,,,2.3,1.9,,,,,,,0101000020E6100000E5D022DBF95E58C0A01A2FDD24564140,,
1560,1999-09-09 15:07:24.02,35.724,-97.261,5,,,,,OKLAHOMA,OGS,1.8,M3Hz,OGS,,,,,,1.8,1.6,,,,,,,0101000020E610000062105839B45058C0E9263108ACDC4140,,
1561,1999-09-15 19:30:18.81,34.546,-96.885,0.1,,,,,MURRAY,OGS,1.9,M3Hz,OGS,,,2,,,1.9,1.6,,,,,,,0101000020E6100000713D0AD7A33858C0D9CEF753E3454140,,
1562,1999-09-17 03:16:52.78,35.053,-96.223,7.78,,,,,HUGHES,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E610000083C0CAA1450E58C0105839B4C8864140,,
