id,origintime,latitude,longitude,depth,err_lon,err_lat,err_depth,err_origintime,county,origin_src,prefmag,pmag_type,pmag_src,mw,mw_src,mblg_ogs,mblg_usgs,ml_ogs,m3hz_ogs,md_ogs,mb,ms,mfa,max_mmi,reafile,reamtime,geom,pdlid,mw_ogs
125,1978-01-08 04:16:33.56,36.971,-97.463,5,,,,,GRANT,OGS,1.5,M3Hz,OGS,,,,,,1.5,1.5,,,,,,,0101000020E61000001283C0CAA15D58C03F355EBA497C4240,,
126,1978-01-08 10:19:17.65,35.824,-97.642,5,,,,,LOGAN,OGS,2.1,M3Hz,OGS,,,2,,,2.1,2.2,,,,,,,0101000020E61000000C022B87166958C0B6F3FDD478E94140,,
127,1978-02-10 06:42:02.39,34.712,-96.157,5,,,,,COAL,OGS,2.1,M3Hz,OGS,,,1.5,,,2.1,1.9,,,,,,,0101000020E6100000355EBA490C0A58C04260E5D0225B4140,,
128,1978-02-14 01:09:38.64,35.777,-97.585,5,,,,,LOGAN,OGS,1.7,M3Hz,OGS,,,,,,1.7,1.7,,,,,,,0101000020E61000003D0AD7A3706558C0FA7E6ABC74E34140,,
129,1978-02-21 11:12:48.11,34.535,-99.003,5,,,,,TILLMAN,OGS,2.5,M3Hz,OGS,,,2.2,,,2.5,2,,,,,,,0101000020E6100000D578E92631C058C014AE47E17A444140,,
130,1978-03-03 02:24:37.28,35.086,-96.278,5,,,,,HUGHES,OGS,2.5,M3Hz,OGS,,,2.1,,,2.5,2.4,,,,,,,0101000020E61000006F1283C0CA1158C05EBA490C028B4140,,
131,1978-03-05 14:46:50.48,34.699,-95.033,7,,,,,LE FLORE,OGS,3.1,M3Hz,OGS,,,2.9,,,3.1,2.7,,,,,,,0101000020E6100000273108AC1CC257C0B6F3FDD478594140,,
132,1978-03-09 06:30:50.82,34.01,-97.378,5,,,,,LOVE,OGS,2.5,mbLg,OGS,,,2.5,,,,2.5,,,,2,,,0101000020E6100000D578E926315858C0E17A14AE47014140,,
133,1978-04-02 21:32:48.08,34.635,-96.057,5,,,,,ATOKA,OGS,2.5,M3Hz,OGS,,,2.3,,,2.5,2.5,,,,,,,0101000020E6100000CFF753E3A50358C0E17A14AE47514140,,
134,1978-04-11 08:51:02.43,34.693,-95.681,5,,,,,PITTSBURG,OGS,1.7,M3Hz,OGS,,,,,,1.7,1.8,,,,,,,0101000020E6100000DD24068195EB57C062105839B4584140,,
